Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TataMotors,,,,01-03-2024 16:52:23,01-03-2024 16:55:00,2m - 37.194s,FAILED
,,,,,,,
Test Cases/TC/TC_08 - Lost Functionality,,,,01-03-2024 16:52:23,01-03-2024 16:55:00,2m - 36.909s,FAILED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\Downloads\tatamotarsdemo 1\tatamotarsdemo\Application\app-release 2.apk"", ""Str_Username"":""DUSER145"", ... ], STOP_ON_FAILURE)",,,,01-03-2024 16:52:24,01-03-2024 16:53:31,1m - 6.331s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,01-03-2024 16:53:31,01-03-2024 16:53:31,0.273s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/C0""), 0)",,,,01-03-2024 16:53:31,01-03-2024 16:53:33,2.305s,PASSED
"bool_Summary = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/C0 Summary Text""), 30)",,,,01-03-2024 16:53:33,01-03-2024 16:53:39,5.866s,PASSED
"bool_Target = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Target text""), 30)",,,,01-03-2024 16:53:39,01-03-2024 16:53:39,0.382s,PASSED
"bool_MTD = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/MTD text""), 0)",,,,01-03-2024 16:53:39,01-03-2024 16:53:40,0.376s,PASSED
"bool_ThisWeek = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/This Week text""), 0)",,,,01-03-2024 16:53:40,01-03-2024 16:53:40,0.408s,PASSED
"bool_Yesterday = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Yesterday text""), 0)",,,,01-03-2024 16:53:40,01-03-2024 16:53:41,0.387s,PASSED
bool_Yesterday && bool_ThisWeek && bool_MTD && bool_Target && bool_Summary == true,,,,01-03-2024 16:53:41,01-03-2024 16:53:41,0.004s,PASSED
takeScreenshot(),,"STEP-01 : Click on C0

Expected_Result : The user successfully landed on the C0 summary page with below option-:
1. C0 Summary
2. Target
3. MTD
4. This Week
5. Yesterday",,01-03-2024 16:53:41,01-03-2024 16:53:42,1.642s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,01-03-2024 16:53:42,01-03-2024 16:53:47,5.279s,PASSED
if (Bool_Offline == true),,,,01-03-2024 16:53:47,01-03-2024 16:53:47,0.032s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/C0 Three Dots""), 0)",,,,01-03-2024 16:53:48,01-03-2024 16:53:49,1.936s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/Opportunity Details""), 10)",,,,01-03-2024 16:53:49,01-03-2024 16:53:50,0.313s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/Opportunity Details""), 0)",,,,01-03-2024 16:53:50,01-03-2024 16:53:51,1.312s,PASSED
"waitForElementPresent(findTestObject(""Lost and Non Lost Functionality/Schedule a follow up""), 5)",,,,01-03-2024 16:53:51,01-03-2024 16:53:53,1.451s,PASSED
