Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TataMotors,,,,01-03-2024 16:56:10,01-03-2024 16:58:31,2m - 20.353s,PASSED
,,,,,,,
Test Cases/TC/TC_08 - Lost Functionality,,,,01-03-2024 16:56:11,01-03-2024 16:58:31,2m - 20.077s,PASSED
"callTestCase(findTestCase(""CommenWorkflows/Login""), [""Str_URL"":""C:\Users\sushil.gaikwad\Downloads\tatamotarsdemo 1\tatamotarsdemo\Application\app-release 2.apk"", ""Str_Username"":""DUSER145"", ... ], STOP_ON_FAILURE)",,,,01-03-2024 16:56:12,01-03-2024 16:57:17,1m - 5.735s,PASSED
"verifyElementExist(findTestObject(""TataMotars/HomeButton""), 10)",,,,01-03-2024 16:57:17,01-03-2024 16:57:18,0.273s,PASSED
"tap(findTestObject(""Lost and Non Lost Functionality/C0""), 0)",,,,01-03-2024 16:57:18,01-03-2024 16:57:20,1.972s,PASSED
"bool_Summary = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/C0 Summary Text""), 30)",,,,01-03-2024 16:57:20,01-03-2024 16:57:25,4.856s,PASSED
"bool_Target = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Target text""), 30)",,,,01-03-2024 16:57:25,01-03-2024 16:57:25,0.436s,PASSED
"bool_MTD = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/MTD text""), 0)",,,,01-03-2024 16:57:25,01-03-2024 16:57:25,0.415s,PASSED
"bool_ThisWeek = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/This Week text""), 0)",,,,01-03-2024 16:57:25,01-03-2024 16:57:26,0.431s,PASSED
"bool_Yesterday = verifyElementExist(findTestObject(""Lost and Non Lost Functionality/Yesterday text""), 0)",,,,01-03-2024 16:57:26,01-03-2024 16:57:30,4.587s,PASSED
bool_Yesterday && bool_ThisWeek && bool_MTD && bool_Target && bool_Summary == true,,,,01-03-2024 16:57:30,01-03-2024 16:57:30,0.004s,PASSED
takeScreenshot(),,"STEP-01 : Click on C0

Expected_Result : The user successfully landed on the C0 summary page with below option-:
1. C0 Summary
2. Target
3. MTD
4. This Week
5. Yesterday",,01-03-2024 16:57:30,01-03-2024 16:57:32,1.662s,PASSED
"Bool_Offline = waitForElementPresent(findTestObject(""LockScreen/NewPin/Offline Master Sync""), 5)",,,,01-03-2024 16:57:32,01-03-2024 16:57:37,5.079s,PASSED
